date,fmisid,station_lat,station_lon,temperature,humidity,wind_speed,precipitation,fire,days_since_rain,temp_rolling_7d,precip_7d_sum,consecutive_dry_days
2023-08-09,101252,61.1982,28.47308,18.93,70.17,2.18,,1,0.0,20.148571428571426,,0.0
2019-11-30,100947,60.37788,22.0964,0.67,80.42,6.05,,1,0.0,2.781428571428571,,0.0
2022-05-21,100947,60.37788,22.0964,10.72,55.25,4.37,,1,0.0,9.197142857142856,,0.0
2018-08-14,101785,64.66589,24.40695,13.42,69.92,4.64,,1,0.0,18.167142857142856,,0.0
2016-11-20,101851,65.868932,24.179364,2.26,93.58,2.52,3.2,1,0.0,0.3871428571428571,43.6,0.0
2016-05-05,101194,60.6965,26.811056,14.08,52.62,,0.0,1,4.0,9.585714285714285,26.799999999999997,4.0
2017-09-05,101311,61.517566,23.753878,10.74,74.62,6.08,,1,0.0,13.700000000000001,,0.0
2015-10-05,101785,64.66589,24.40695,5.83,67.17,8.75,,1,0.0,10.211428571428572,,0.0
2024-10-07,101785,64.66589,24.40695,2.43,87.38,4.1,,1,0.0,6.727142857142857,,0.0
2023-07-16,100947,60.37788,22.0964,19.19,78.25,7.49,,1,0.0,18.677142857142858,,0.0
2024-03-10,100934,60.386903,22.551826,-3.34,83.67,,0.0,1,7.0,-0.9885714285714285,0.0,7.0
2019-06-19,100947,60.37788,22.0964,17.35,81.96,7.21,,1,0.0,16.385714285714286,,0.0
2024-05-11,101785,64.66589,24.40695,3.34,74.38,6.45,,1,0.0,1.8757142857142857,,0.0
2021-06-09,101315,61.855507,24.804592,18.07,67.71,1.88,0.0,1,0.0,18.495714285714286,15.3,0.0
2018-12-13,100947,60.37788,22.0964,-1.12,81.67,5.03,,1,0.0,2.7528571428571427,,0.0
2021-09-05,101785,64.66589,24.40695,9.72,81.21,3.7,,1,0.0,11.077142857142858,,0.0
2020-06-15,137208,62.393322,25.688617,20.54,44.29,2.06,0.0,1,6.0,17.04,1.1,6.0
2022-06-15,100947,60.37788,22.0964,15.39,66.29,8.85,,1,0.0,15.37857142857143,,0.0
2020-02-22,100947,60.37788,22.0964,5.1,85.46,14.69,,1,0.0,3.7271428571428573,,0.0
2019-09-09,101785,64.66589,24.40695,13.08,86.17,3.27,,1,0.0,13.677142857142856,,0.0
2025-05-17,101533,63.08898,24.26084,11.45,52.04,,0.0,1,3.0,7.5442857142857145,0.30000000000000004,3.0
2015-10-24,101785,64.66589,24.40695,6.3,84.83,5.83,,1,0.0,7.801428571428572,,0.0
2024-08-28,101252,61.1982,28.47308,17.19,79.17,5.8,,1,0.0,17.534285714285712,,0.0
2018-08-11,101536,62.510444,24.807639,17.33,66.0,4.48,0.0,1,4.0,17.34857142857143,12.0,4.0
2018-05-29,100947,60.37788,22.0964,17.84,58.92,3.01,,1,0.0,15.674285714285714,,0.0
2020-04-04,101851,65.868932,24.179364,-6.13,67.79,1.44,0.0,1,3.0,-3.312857142857143,4.2,3.0
2022-11-13,100947,60.37788,22.0964,7.93,85.58,3.65,,1,0.0,10.177142857142856,,0.0
2017-05-23,101128,60.64668,23.80559,12.07,66.12,2.63,0.0,1,4.0,12.234285714285715,0.4,4.0
2023-02-28,101785,64.66589,24.40695,-1.45,75.79,9.39,,1,0.0,-8.307142857142857,,0.0
2025-06-14,101191,60.898392,26.948819,16.55,57.71,2.48,0.0,1,1.0,13.672857142857142,7.0,1.0
2019-09-11,100949,60.454391,22.178695,15.78,87.71,5.15,8.1,1,0.0,14.974285714285713,37.1,0.0
2023-06-06,101851,65.868932,24.179364,9.06,60.62,2.37,0.0,1,4.0,8.574285714285713,10.0,4.0
2020-08-03,101851,65.868932,24.179364,14.2,77.0,1.41,0.0,1,1.0,15.975714285714286,10.3,1.0
2016-06-10,101785,64.66589,24.40695,9.11,76.5,5.8,,1,0.0,8.72857142857143,,0.0
